OutputArea,TotalPopOver16,StudentPop
S00136852,57,2
S00136853,73,7
S00136854,115,2
S00136855,53,7
S00136856,87,6
S00136857,66,2
S00136858,116,5
S00136859,62,4
S00136860,89,4
S00136861,92,9
S00136862,59,7
S00136863,77,6
S00136864,74,3
S00136865,82,8
S00136866,78,7
S00136867,91,2
S00136868,91,4
S00136869,96,7
S00136870,97,5
S00136871,64,-
S00136872,116,4
S00136873,99,3
S00136874,80,6
S00136875,81,5
S00136876,100,8
S00136877,81,6
S00136878,80,1
S00136879,57,8
S00136880,122,3
S00136881,128,11
S00136882,82,15
S00136883,109,9
S00136884,89,1
S00136885,167,7
S00136886,60,1
S00136887,89,3
S00136888,52,4
S00136889,81,8
S00136890,104,3
S00136891,67,16
S00136892,96,2
S00136893,81,7
S00136894,57,5
S00136895,129,5
S00136896,58,3
S00136897,95,2
S00136898,61,-
S00136899,71,1
S00136900,116,13
S00136901,57,4
S00136902,121,7
S00136903,92,13
S00136904,58,1
S00136905,72,3
S00136906,65,2
S00136907,87,9
S00136908,123,6
S00136909,80,5
S00136910,140,7
S00136911,105,7
S00136912,54,8
S00136913,88,2
S00136914,140,13
S00136915,68,3
S00136916,110,12
S00136917,129,4
S00136918,105,22
S00136919,132,7
S00136920,53,2
S00136921,111,7
S00136922,71,2
S00136923,143,6
S00136924,71,11
S00136925,55,4
S00136926,79,4
S00136927,84,10
S00136928,97,9
S00136929,69,3
S00136930,81,18
S00136931,85,3
S00136932,258,99
S00136933,110,7
S00136934,96,4
S00136935,78,3
S00136936,84,10
S00136937,92,2
S00136938,115,5
S00136939,149,9
S00136940,137,6
S00136941,134,5
S00136942,61,8
S00136943,78,16
S00136944,120,21
S00136945,79,4
S00136946,75,1
S00136947,89,10
S00136948,134,6
S00136949,137,13
S00136950,127,11
S00136951,70,6
S00136952,85,8
S00136953,115,10
S00136954,113,13
S00136955,93,3
S00136956,96,1
S00136957,70,18
S00136958,206,3
S00136959,83,5
S00136960,75,-
S00136961,94,29
S00136962,70,12
S00136963,93,13
S00136964,86,4
S00136965,86,5
S00136966,117,17
S00136967,85,3
S00136968,131,10
S00136969,89,29
S00136970,97,10
S00136971,129,8
S00136972,86,12
S00136973,112,26
S00136974,84,22
S00136975,101,8
S00136976,100,9
S00136977,100,18
S00136978,114,4
S00136979,158,14
S00136980,115,7
S00136981,81,3
S00136982,102,1
S00136983,130,13
S00136984,150,20
S00136985,106,3
S00136986,129,24
S00136987,80,4
S00136988,71,11
S00136989,81,3
S00136990,116,12
S00136991,119,27
S00136992,77,9
S00136993,108,8
S00136994,52,4
S00136995,124,17
S00136996,64,13
S00136997,62,4
S00136998,149,11
S00136999,82,6
S00137000,53,5
S00137001,126,30
S00137002,85,4
S00137003,103,4
S00137004,79,11
S00137005,55,7
S00137006,117,32
S00137007,79,8
S00137008,79,8
S00137009,108,-
S00137010,111,7
S00137011,128,29
S00137012,150,27
S00137013,111,13
S00137014,98,6
S00137015,80,6
S00137016,122,10
S00137017,83,9
S00137018,68,6
S00137019,108,4
S00137020,67,7
S00137021,56,3
S00137022,78,9
S00137023,72,3
S00137024,129,27
S00137025,103,16
S00137026,74,8
S00137027,89,4
S00137028,111,9
S00137029,66,10
S00137030,133,11
S00137031,87,10
S00137032,254,144
S00137033,115,13
S00137034,65,4
S00137035,94,3
S00137036,55,-
S00137037,78,6
S00137038,79,4
S00137039,59,2
S00137040,97,20
S00137041,101,7
S00137042,91,5
S00137043,112,6
S00137044,81,6
S00137045,72,13
S00137046,118,9
S00137047,50,2
S00137048,81,5
S00137049,76,22
S00137050,96,6
S00137051,78,6
S00137052,57,6
S00137053,117,20
S00137054,95,13
S00137055,103,12
S00137056,75,3
S00137057,96,7
S00137058,69,5
S00137059,159,14
S00137060,54,2
S00137061,140,11
S00137062,92,1
S00137063,132,59
S00137064,127,3
S00137065,138,8
S00137066,66,4
S00137067,105,8
S00137068,107,5
S00137069,88,11
S00137070,126,8
S00137071,52,-
S00137072,96,5
S00137073,113,8
S00137074,137,13
S00137075,64,2
S00137076,164,20
S00137077,132,4
S00137078,61,5
S00137079,72,14
S00137080,59,-
S00137081,106,9
S00137082,91,6
S00137083,118,9
S00137084,158,9
S00137085,102,6
S00137086,124,10
S00137087,119,13
S00137088,81,7
S00137089,73,7
S00137090,71,4
S00137091,75,4
S00137092,85,4
S00137093,101,-
S00137094,90,7
S00137095,86,4
S00137096,67,4
S00137097,64,6
S00137098,123,8
S00137099,55,5
S00137100,134,10
S00137101,148,6
S00137102,84,8
S00137103,137,8
S00137104,146,9
S00137105,116,8
S00137106,111,3
S00137107,106,2
S00137108,86,6
S00137109,65,10
S00137110,100,4
S00137111,71,1
S00137112,75,1
S00137113,78,3
S00137114,70,2
S00137115,80,3
S00137116,93,3
S00137117,85,6
S00137118,66,5
S00137119,107,2
S00137120,66,2
S00137121,88,6
S00137122,285,9
S00137123,94,10
S00137124,125,3
S00137125,86,5
S00137126,78,2
S00137127,137,10
S00137128,43,3
S00137129,105,6
S00137130,60,10
S00137131,66,4
S00137132,100,6
S00137133,86,7
S00137134,92,2
S00137135,69,5
S00137136,51,-
S00137137,70,-
S00137138,82,5
S00137139,119,14
S00137140,70,2
S00137141,224,10
S00137142,140,8
S00137143,109,7
S00137144,95,8
S00137145,99,-
S00137146,143,11
S00137147,77,4
S00137148,59,3
S00137149,197,19
S00137150,131,1
S00137151,162,9
S00137152,97,3
S00137153,102,6
S00137154,70,9
S00137155,93,4
S00137156,53,2
S00137157,103,4
S00137158,124,5
S00137159,141,12
S00137160,74,5
S00137161,125,14
S00137162,96,8
S00137163,107,7
S00137164,114,7
S00137165,98,-
S00137166,63,7
S00137167,111,10
S00137168,120,5
S00137169,74,2
S00137170,141,8
S00137171,58,1
S00137172,89,4
S00137173,127,3
S00137174,111,3
S00137175,129,-
S00137176,167,7
S00137177,74,4
S00137178,62,-
S00137179,118,10
S00137180,162,7
S00137181,92,2
S00137182,64,6
S00137183,119,10
S00137184,79,6
S00137185,112,4
S00137186,144,8
S00137187,149,6
S00137188,86,6
S00137189,68,6
S00137190,83,-
S00137191,126,11
S00137192,133,2
S00137193,67,4
S00137194,105,15
S00137195,98,4
S00137196,102,6
S00137197,124,3
S00137198,90,3
S00137199,83,4
S00137200,95,6
S00137201,112,4
S00137202,89,4
S00137203,123,2
S00137204,68,4
S00137205,138,9
S00137206,103,14
S00137207,79,2
S00137208,64,1
S00137209,65,3
S00137210,105,1
S00137211,113,4
S00137212,79,4
S00137213,132,5
S00137214,120,10
S00137215,75,4
S00137216,75,3
S00137217,92,7
S00137218,82,4
S00137219,75,1
S00137220,67,3
S00137221,78,2
S00137222,51,-
S00137223,77,2
S00137224,60,4
S00137225,79,5
S00137226,82,2
S00137227,87,6
S00137228,96,3
S00137229,105,3
S00137230,104,5
S00137231,68,-
S00137232,75,7
S00137233,116,11
S00137234,114,6
S00137235,85,10
S00137236,77,4
S00137237,64,4
S00137238,58,4
S00137239,56,2
S00137240,99,4
S00137241,97,4
S00137242,87,4
S00137243,58,4
S00137244,91,1
S00137245,82,3
S00137246,117,3
S00137247,105,7
S00137248,92,2
S00137249,58,4
S00137250,82,4
S00137251,180,15
S00137252,84,4
S00137253,124,14
S00137254,59,2
S00137255,103,6
S00137256,82,1
S00137257,110,5
S00137258,98,7
S00137259,103,7
S00137260,97,4
S00137261,69,1
S00137262,79,7
S00137263,121,11
S00137264,67,8
S00137265,138,3
S00137266,105,8
S00137267,120,13
S00137268,65,2
S00137269,94,8
S00137270,122,3
S00137271,80,-
S00137272,84,6
S00137273,92,5
S00137274,61,1
S00137275,116,5
S00137276,99,3
S00137277,145,8
S00137278,129,15
S00137279,103,3
S00137280,126,1
S00137281,96,-
S00137282,86,9
S00137283,82,3
S00137284,142,6
S00137285,57,2
S00137286,120,12
S00137287,107,5
S00137288,122,7
S00137289,121,13
S00137290,111,3
S00137291,96,7
S00137292,65,7
S00137293,119,4
S00137294,119,11
S00137295,107,9
S00137296,116,7
S00137297,110,9
S00137298,76,2
S00137299,75,3
S00137300,76,3
S00137301,89,1
S00137302,102,4
S00137303,59,7
S00137304,114,6
S00137305,113,7
S00137306,113,4
S00137307,125,3
S00137308,79,5
S00137309,119,5
S00137310,79,2
S00137311,99,6
S00137312,107,4
S00137313,60,1
S00137314,71,-
S00137315,50,-
S00137316,107,2
S00137317,69,-
S00137318,78,2
S00137319,114,5
S00137320,112,4
S00137321,137,5
S00137322,103,11
S00137323,53,1
S00137324,60,-
S00137325,103,6
S00137326,141,3
S00137327,112,4
S00137328,139,-
S00137329,53,4
S00137330,120,4
S00137331,126,12
S00137332,111,7
S00137333,90,1
S00137334,87,-
S00137335,134,17
S00137336,74,4
S00137337,126,10
S00137338,104,5
S00137339,63,2
S00137340,112,5
S00137341,126,8
S00137342,70,6
S00137343,154,6
S00137344,69,2
S00137345,112,6
S00137346,110,5
S00137347,86,3
S00137348,86,8
S00137349,80,5
S00137350,65,3
S00137351,72,3
S00137352,86,4
S00137353,57,1
S00137354,60,5
S00137355,63,1
S00137356,128,13
S00137357,74,1
S00137358,119,5
S00137359,86,2
S00137360,100,2
S00137361,64,4
S00137362,145,8
S00137363,97,3
S00137364,86,3
S00137365,129,6
S00137366,85,2
S00137367,141,12
S00137368,56,-
S00137369,117,6
S00137370,68,4
S00137371,52,1
S00137372,104,-
S00137373,144,12
S00137374,51,5
S00137375,125,5
S00137376,75,4
S00137377,103,6
S00137378,96,7
S00137379,93,1
S00137380,126,2
S00137381,70,1
S00137382,89,-
S00137383,155,5
S00137384,115,5
S00137385,82,5
S00137386,123,5
S00137387,144,6
S00137388,164,14
S00137389,64,-
S00137390,88,1
S00137391,112,4
S00137392,98,3
S00137393,122,7
S00137394,82,5
S00137395,141,8
S00137396,56,-
S00137397,60,2
S00137398,83,4
S00137399,130,6
S00137400,174,17
S00137401,120,6
S00137402,106,10
S00137403,117,7
S00137404,166,1
S00137405,62,3
S00137406,79,1
S00137407,66,3
S00137408,82,2
S00137409,79,2
S00137410,134,6
S00137411,131,6
S00137412,135,6
S00137413,77,4
S00137414,82,4
S00137415,134,8
S00137416,95,1
S00137417,71,1
S00137418,79,3
S00137419,138,7
S00137420,131,9
S00137421,87,-
S00137422,148,10
S00137423,107,5
S00137424,99,10
S00137425,59,5
S00137426,108,5
S00137427,107,6
S00137428,72,1
S00137429,98,9
S00137430,112,6
S00137431,66,2
S00137432,100,5
S00137433,139,15
S00137434,131,4
S00137435,107,2
S00137436,113,5
S00137437,164,8
S00137438,126,2
S00137439,63,7
S00137440,103,7
S00137441,53,3
S00137442,69,2
S00137443,128,2
S00137444,152,11
S00137445,74,2
S00137446,82,5
S00137447,134,5
S00137448,92,4
S00137449,76,3
S00137450,99,5
S00137451,179,8
S00137452,92,7
S00137453,141,6
S00137454,100,8
S00137455,118,7
S00137456,105,4
S00137457,105,1
S00137458,103,-
S00137459,106,7
S00137460,120,2
S00137461,102,-
S00137462,62,2
S00137463,70,2
S00137464,87,5
S00137465,158,9
S00137466,68,3
S00137467,130,7
S00137468,111,1
S00137469,85,1
S00137470,107,5
S00137471,77,1
S00137472,69,1
S00137473,76,5
S00137474,74,3
S00137475,109,5
S00137476,100,4
S00137477,68,-
S00137478,96,1
S00137479,77,2
S00137480,57,-
S00137481,90,3
S00137482,87,2
S00137483,76,4
S00137484,83,2
S00137485,109,5
S00137486,75,1
S00137487,66,-
S00137488,99,5
S00137489,79,6
S00137490,118,6
S00137491,71,-
S00137492,110,4
S00137493,123,2
S00137494,79,4
S00137495,72,5
S00137496,73,-
S00137497,136,8
S00137498,67,2
S00137499,73,3
S00137500,65,1
S00137501,121,4
S00137502,123,5
S00137503,106,4
S00137504,144,3
S00137505,96,2
S00137506,82,3
S00137507,105,8
S00137508,82,-
S00137509,99,1
S00137510,91,2
S00137511,61,3
S00137512,54,-
S00137513,51,-
S00137514,85,3
S00137515,91,-
S00137516,92,6
S00137517,101,9
S00137518,67,3
S00137519,94,8
S00137520,81,-
S00137521,113,-
S00137522,77,1
S00137523,115,6
S00137524,59,1
S00137525,69,-
S00137526,84,4
S00137527,86,3
S00137528,104,6
S00137529,167,9
S00137530,102,2
S00137531,63,4
S00137532,177,5
S00137533,82,3
S00137534,100,10
S00137535,162,15
S00137536,80,11
S00137537,72,3
S00137538,98,3
S00137539,84,5
S00137540,65,3
S00137541,93,2
S00137542,121,1
S00137543,115,7
S00137544,96,1
S00137545,98,1
S00137546,120,9
S00137547,73,8
S00137548,117,3
S00137549,89,2
S00137550,67,5
S00137551,104,4
S00137552,71,1
S00137553,157,5
S00137554,149,2
S00137555,99,4
S00137556,59,2
S00137557,74,4
S00137558,107,5
S00137559,95,5
S00137560,81,-
S00137561,75,-
S00137562,148,7
S00137563,77,8
S00137564,78,4
S00137565,153,10
S00137566,127,7
S00137567,89,-
S00137568,86,2
S00137569,69,4
S00137570,97,4
S00137571,99,5
S00137572,173,12
S00137573,92,2
S00137574,158,10
S00137575,150,4
S00137576,106,3
S00137577,196,6
S00137578,86,3
S00137579,97,3
S00137580,124,-
S00137581,110,5
S00137582,91,4
S00137583,73,-
S00137584,121,9
S00137585,122,11
S00137586,92,5
S00137587,139,7
S00137588,97,7
S00137589,92,7
S00137590,94,2
S00137591,87,6
S00137592,93,-
S00137593,72,10
S00137594,63,2
S00137595,112,5
S00137596,115,4
S00137597,107,3
S00137598,114,6
S00137599,123,10
S00137600,102,2
S00137601,113,4
S00137602,112,3
S00137603,70,4
S00137604,72,-
S00137605,152,4
S00137606,71,3
S00137607,79,3
S00137608,87,3
S00137609,135,4
S00137610,86,3
S00137611,112,2
S00137612,133,7
S00137613,90,4
S00137614,114,3
S00137615,98,2
S00137616,101,4
S00137617,129,4
S00137618,99,4
S00137619,59,3
S00137620,133,6
S00137621,103,1
S00137622,112,-
S00137623,85,5
S00137624,142,6
S00137625,125,5
S00137626,116,5
S00137627,158,8
S00137628,77,2
S00137629,159,6
S00137630,142,3
S00137631,77,2
S00137632,96,1
S00137633,133,8
S00137634,43,5
S00137635,63,3
S00137636,84,-
S00137637,143,5
S00137638,86,11
S00137639,122,5
S00137640,107,3
S00137641,117,-
S00137642,61,3
S00137643,137,5
S00137644,104,3
S00137645,142,4
S00137646,83,2
S00137647,81,2
S00137648,133,6
S00137649,99,5
S00137650,137,3
S00137651,99,8
S00137652,72,1
S00137653,125,4
S00137654,140,4
S00137655,126,2
S00137656,79,4
S00137657,51,-
S00137658,81,2
S00137659,103,3
S00137660,92,5
S00137661,98,1
S00137662,160,5
S00137663,118,3
S00137664,70,1
S00137665,117,5
S00137666,110,5
S00137667,102,5
S00137668,131,3
S00137669,123,4
S00137670,135,10
S00137671,119,4
S00137672,96,3
S00137673,149,5
S00137674,114,1
S00137675,81,1
S00137676,102,6
S00137677,97,3
S00137678,99,7
S00137679,71,1
S00137680,75,1
S00137681,80,-
S00137682,98,1
S00137683,91,6
S00137684,98,2
S00137685,78,-
S00137686,95,3
S00137687,86,5
S00137688,136,2
S00137689,126,3
S00137690,100,3
S00137691,95,6
S00137692,59,4
S00137693,89,3
S00137694,109,4
S00137695,62,3
S00137696,93,1
S00137697,117,3
S00137698,92,5
S00137699,90,3
S00137700,68,4
S00137701,169,4
S00137702,98,5
S00137703,108,8
S00137704,111,6
S00137705,73,5
S00137706,123,4
S00137707,135,5
S00137708,132,5
S00137709,153,11
S00137710,185,8
S00137711,143,2
S00137712,56,2
S00137713,119,6
S00137714,66,5
S00137715,74,4
S00137716,64,-
S00137717,103,7
S00137718,80,4
S00137719,71,4
S00137720,100,1
S00137721,122,7
S00137722,77,2
S00137723,104,4
S00137724,133,8
S00137725,120,4
S00137726,53,2
S00137727,100,-
S00137728,82,1
S00137729,117,6
S00137730,65,3
S00137731,89,-
S00137732,142,2
S00137733,101,8
S00137734,89,7
S00137735,118,4
S00137736,77,3
S00137737,129,2
S00137738,111,3
S00137739,93,1
S00137740,98,3
S00137741,67,1
S00137742,107,6
S00137743,95,6
S00137744,117,3
S00137745,77,6
S00137746,96,8
S00137747,113,9
S00137748,146,5
S00137749,139,11
S00137750,114,5
S00137751,134,6
S00137752,126,9
S00137753,55,1
S00137754,82,3
S00137755,99,8
S00137756,123,10
S00137757,95,4
S00137758,67,1
S00137759,111,13
S00137760,153,4
S00137761,96,3
S00137762,70,6
S00137763,107,8
S00137764,89,5
S00137765,62,2
S00137766,100,2
S00137767,103,3
S00137768,57,-
S00137769,81,4
S00137770,108,1
S00137771,116,8
S00137772,105,6
S00137773,79,3
S00137774,70,-
S00137775,51,2
S00137776,56,5
S00137777,96,2
S00137778,139,12
S00137779,96,5
S00137780,94,5
S00137781,97,2
S00137782,66,1
S00137783,139,6
S00137784,89,5
S00137785,91,3
S00137786,96,-
S00137787,111,2
S00137788,111,3
S00137789,68,3
S00137790,71,4
S00137791,167,14
S00137792,114,11
S00137793,80,7
S00137794,115,8
S00137795,83,4
S00137796,104,7
S00137797,73,1
S00137798,65,2
S00137799,103,2
S00137800,91,1
S00137801,169,11
S00137802,66,4
S00137803,93,4
S00137804,60,4
S00137805,154,8
S00137806,80,2
S00137807,72,2
S00137808,95,5
S00137809,132,8
S00137810,76,2
S00137811,101,2
S00137812,79,1
S00137813,95,6
S00137814,79,-
S00137815,87,4
S00137816,62,4
S00137817,90,7
S00137818,98,4
S00137819,65,2
S00137820,71,3
S00137821,111,10
S00137822,95,2
S00137823,72,1
S00137824,86,-
S00137825,97,2
S00137826,94,2
S00137827,95,5
S00137828,84,9
S00137829,82,2
S00137830,85,1
S00137831,83,7
S00137832,85,8
S00137833,55,2
S00137834,71,2
S00137835,55,1
S00137836,116,15
S00137837,92,4
S00137838,93,2
S00137839,73,3
S00137840,151,4
S00137841,101,7
S00137842,83,-
S00137843,98,3
S00137844,55,4
S00137845,102,2
S00137846,88,5
S00137847,104,5
S00137848,112,1
S00137849,94,4
S00137850,77,9
S00137851,77,5
S00137852,108,8
S00137853,76,4
S00137854,106,5
S00137855,143,5
S00137856,98,-
S00137857,86,3
S00137858,124,5
S00137859,89,6
S00137860,78,3
S00137861,176,5
S00137862,118,5
S00137863,80,3
S00137864,68,-
S00137865,142,6
S00137866,141,6
S00137867,100,4
S00137868,68,3
S00137869,135,8
S00137870,66,3
S00137871,111,6
S00137872,62,-
S00137873,71,1
S00137874,71,4
S00137875,78,2
S00137876,105,5
S00137877,178,20
S00137878,81,2
S00137879,97,8
S00137880,75,3
S00137881,51,-
S00137882,84,4
S00137883,150,3
S00137884,64,7
S00137885,61,-
S00137886,58,4
S00137887,154,9
S00137888,71,3
S00137889,64,-
S00137890,119,6
S00137891,98,7
S00137892,106,6
S00137893,89,2
S00137894,122,12
S00137895,79,2
S00137896,85,7
S00137897,109,2
S00137898,111,8
S00137899,128,10
S00137900,124,7
S00137901,65,4
S00137902,64,6
S00137903,109,1
S00137904,91,9
S00137905,122,2
S00137906,73,3
S00137907,113,2
S00137908,73,8
S00137909,140,7
S00137910,104,9
S00137911,135,4
S00137912,69,2
S00137913,55,-
S00137914,74,4
S00137915,158,9
S00137916,58,2
S00137917,100,2
S00137918,133,9
S00137919,80,9
S00137920,114,4
S00137921,129,5
S00137922,87,-
S00137923,107,5
S00137924,119,2
S00137925,69,5
S00137926,95,-
S00137927,103,3
S00137928,46,1
S00137929,120,3
S00137930,60,5
S00137931,81,3
S00137932,122,2
S00137933,63,4
S00137934,86,2
S00137935,76,5
S00137936,131,6
S00137937,100,6
S00137938,63,2
S00137939,74,4
S00137940,146,5
S00137941,80,8
S00137942,122,-
S00137943,99,2
S00137944,71,1
S00137945,55,3
S00137946,56,-
S00137947,117,5
S00137948,400,6
S00137949,124,3
S00137950,69,2
S00137951,90,6
S00137952,111,11
S00137953,144,4
S00137954,103,3
S00137955,94,2
S00137956,109,4
S00137957,98,3
S00137958,101,2
S00137959,105,6
S00137960,81,4
S00137961,159,11
S00137962,100,2
S00137963,87,9
S00137964,143,9
S00137965,88,3
S00137966,144,6
S00137967,130,4
S00137968,76,1
S00137969,70,4
S00137970,149,7
S00137971,68,1
S00137972,113,6
S00137973,128,10
S00137974,113,6
S00137975,46,4
S00137976,113,6
S00137977,92,1
S00137978,136,4
S00137979,60,6
S00137980,63,2
S00137981,92,2
S00137982,81,2
S00137983,116,18
S00137984,65,2
S00137985,63,3
S00137986,136,7
S00137987,117,4
S00137988,116,5
S00137989,95,5
S00137990,111,-
S00137991,85,2
S00137992,67,2
S00137993,127,2
S00137994,106,5
S00137995,121,9
S00137996,72,6
S00137997,104,3
S00137998,83,5
S00137999,75,2
S00138000,103,8
S00138001,109,12
S00138002,91,1
