OutputArea,All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study),Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S00141502,43,9,4,18,1,1,3,-,-,-,2
S00141503,70,16,1,20,11,5,1,-,-,-,13
S00141504,56,15,7,18,6,-,-,-,-,-,11
S00141505,58,13,6,11,7,3,2,-,-,-,13
S00141506,67,29,3,12,9,4,-,2,-,3,5
S00141507,45,20,2,11,6,-,-,-,-,-,3
S00141508,49,21,3,14,4,2,1,-,2,1,3
S00141509,97,19,9,40,7,5,-,-,-,-,16
S00141510,51,22,8,8,5,2,-,-,-,1,5
S00141511,56,12,2,15,14,1,-,-,-,-,13
S00141512,47,17,4,15,4,1,1,1,1,1,2
S00141513,46,14,3,15,5,1,1,-,-,-,5
S00141514,69,19,11,13,6,1,-,-,-,-,16
S00141515,44,24,3,11,2,2,1,-,-,-,3
S00141516,54,12,9,12,7,3,-,-,-,-,14
S00141517,58,13,10,11,5,5,-,-,-,1,15
S00141518,70,30,6,14,9,4,-,-,1,1,5
S00141519,88,37,5,26,8,6,-,-,-,3,6
S00141520,50,20,7,9,8,1,1,-,-,-,4
S00141521,53,13,3,11,12,2,-,-,-,2,7
S00141522,75,26,3,23,11,3,-,-,1,1,7
S00141523,74,25,3,21,6,3,1,-,1,2,6
S00141524,61,16,5,11,17,4,1,-,-,-,8
S00141525,54,18,4,8,4,-,-,-,-,1,17
S00141526,44,12,2,17,7,1,-,-,-,-,5
S00141527,53,27,-,1,13,4,1,1,-,1,5
S00141528,70,25,4,16,11,4,-,-,-,-,10
S00141529,109,40,2,24,21,7,1,-,-,-,13
S00141530,25,11,3,6,1,2,-,-,-,-,3
S00141531,81,33,3,1,23,6,3,-,1,4,9
S00141532,61,27,4,13,6,2,-,-,-,-,6
S00141533,88,22,6,24,13,5,-,-,-,1,15
S00141534,83,29,1,6,20,7,2,-,2,4,15
S00141535,48,14,3,14,2,1,-,-,-,-,9
S00141536,79,25,9,19,4,6,5,-,2,1,6
S00141537,81,21,6,24,9,4,2,-,-,-,15
S00141538,78,23,12,16,8,2,3,-,-,2,13
S00141539,56,16,6,14,4,2,-,-,-,1,9
S00141540,71,22,6,18,6,5,1,-,2,2,8
S00141541,76,21,4,22,10,6,1,-,-,-,14
S00141542,36,15,3,7,5,-,-,-,-,-,6
S00141543,24,8,-,4,3,4,-,-,1,-,2
S00141544,59,17,-,9,15,6,-,-,-,2,7
S00141545,69,30,6,17,4,4,3,-,-,1,4
S00141546,54,17,8,13,5,1,-,-,-,1,8
S00141547,72,24,11,16,8,7,1,-,-,1,6
S00141548,46,13,1,18,8,1,-,-,-,-,5
S00141549,73,36,2,18,6,1,3,-,1,-,4
S00141550,68,24,8,18,5,3,-,-,1,2,7
S00141551,64,28,1,21,4,1,2,-,1,-,6
S00141552,46,15,3,13,5,1,-,-,-,-,6
S00141553,42,11,2,1,13,6,1,-,-,-,4
S00141554,43,17,5,9,7,1,-,-,-,-,5
S00141555,43,17,-,14,5,4,-,-,-,-,6
S00141556,85,29,11,18,6,1,-,1,-,-,17
S00141557,54,19,2,14,6,6,-,-,-,2,3
S00141558,38,14,3,7,2,-,-,-,2,2,9
S00141559,72,24,3,4,25,7,-,-,1,-,7
S00141560,53,21,4,11,4,4,1,-,-,4,5
S00141561,57,19,6,10,8,-,3,-,-,4,9
S00141562,55,21,3,13,1,3,-,-,-,3,8
S00141563,83,43,7,25,6,3,2,-,-,-,-
S00141564,54,21,8,10,6,1,-,-,-,-,8
S00141565,84,24,6,30,13,5,3,-,-,1,7
S00141566,63,21,7,11,7,7,1,-,-,-,9
S00141567,36,12,1,5,7,2,-,-,-,-,8
S00141568,77,27,7,18,4,3,1,-,-,-,17
S00141569,105,47,4,24,13,4,-,1,-,-,15
S00141570,57,18,7,16,10,1,-,-,-,-,5
S00141571,60,24,2,13,3,4,1,-,-,1,4
S00141572,66,28,10,16,6,3,2,-,-,-,8
S00141573,95,36,9,12,9,6,-,-,1,1,20
S00141574,33,10,1,7,4,1,-,-,-,-,8
S00141575,72,24,2,8,24,3,-,1,-,-,11
S00141576,58,18,-,3,21,4,2,-,1,4,7
S00141577,53,20,5,15,6,2,-,-,-,-,9
S00141578,63,25,5,15,8,1,-,2,2,1,5
S00141579,83,21,11,18,14,1,-,-,-,1,12
S00141580,48,20,2,13,6,2,-,-,-,-,5
S00141581,53,19,4,18,5,3,-,-,-,-,4
S00141582,77,29,-,22,8,2,1,3,-,-,8
S00141583,62,27,6,14,6,-,-,-,-,-,8
S00141584,36,11,2,15,4,1,-,-,-,-,1
S00141585,69,30,3,20,4,3,-,-,-,-,10
S00141586,62,21,4,18,3,2,-,1,-,2,12
S00141587,99,34,14,21,9,3,-,1,-,-,19
S00141588,94,30,4,25,16,3,-,-,4,-,9
S00141589,41,16,-,10,2,3,2,-,-,1,7
S00141590,38,8,3,7,4,1,2,-,-,-,12
S00141591,48,13,6,18,6,3,1,-,-,-,5
S00141592,59,17,3,19,8,3,-,-,-,1,7
S00141593,35,14,3,4,7,1,-,-,-,-,11
S00141594,48,26,-,3,15,2,-,-,2,-,5
S00141595,105,46,10,26,12,5,-,-,-,-,10
S00141596,83,42,3,8,19,5,-,-,-,3,3
S00141597,57,22,2,19,7,4,1,-,-,-,5
S00141598,40,9,1,4,16,2,-,-,-,-,10
S00141599,55,24,7,13,2,4,-,-,-,-,2
S00141600,88,45,3,20,6,2,-,-,1,-,13
S00141601,70,30,4,18,8,5,-,-,-,1,7
S00141602,80,20,12,13,13,3,1,-,-,-,14
S00141603,68,30,5,20,7,-,-,-,-,2,4
S00141604,91,38,4,17,12,5,1,-,-,3,12
S00141605,75,31,3,22,5,6,1,-,-,-,6
S00141606,47,17,4,11,8,4,-,-,-,2,4
S00141607,101,39,4,27,18,-,3,-,2,-,8
S00141608,30,8,2,6,11,2,-,-,-,-,2
S00141609,91,37,7,16,6,4,2,1,-,4,15
S00141610,93,39,13,14,12,1,1,-,-,-,11
S00141611,67,21,6,14,7,1,2,-,-,2,14
S00141612,56,25,4,18,9,1,-,-,-,-,2
S00141613,65,21,5,14,9,6,-,-,-,-,15
S00141614,34,8,5,3,12,2,-,-,-,-,5
S00141615,59,14,6,15,13,3,1,-,-,-,9
S00141616,40,13,6,12,4,3,-,-,-,-,1
S00141617,33,9,-,8,7,2,-,-,-,-,9
S00141618,52,10,1,15,11,1,-,1,-,1,14
S00141619,70,18,10,15,11,2,-,-,1,1,15
S00141620,31,8,2,14,1,-,-,-,-,-,8
S00141621,51,19,5,8,4,2,-,-,-,1,12
S00141622,61,20,6,12,8,2,-,1,-,-,12
S00141623,35,8,4,8,6,3,-,-,1,2,5
S00141624,48,17,4,13,5,2,-,2,-,2,6
S00141625,90,25,5,22,8,7,-,-,-,2,16
S00141626,45,8,5,10,3,2,-,-,-,-,10
S00141627,78,31,4,12,8,5,1,1,-,-,18
S00141628,56,19,1,21,4,1,1,-,-,-,9
S00141629,32,8,-,6,10,2,-,-,-,-,6
S00141630,63,25,8,11,4,5,-,-,1,-,7
S00141631,67,28,5,11,2,5,-,2,-,1,8
S00141632,80,21,9,27,1,1,2,-,-,1,15
S00141633,66,30,2,14,2,2,1,-,1,-,9
S00141634,42,16,4,6,4,-,-,-,-,-,7
S00141635,31,6,8,4,2,-,1,-,-,-,10
S00141636,85,33,6,23,10,5,-,-,1,3,7
S00141637,30,12,5,3,4,2,-,-,-,1,6
S00141638,48,16,4,8,6,2,-,-,-,1,11
S00141639,91,37,5,19,7,7,1,-,-,-,15
S00141640,58,27,4,9,6,2,1,-,-,2,6
S00141641,52,34,4,5,1,1,-,-,-,1,6
S00141642,71,30,4,7,19,6,1,-,-,2,5
S00141643,67,27,4,21,4,3,1,1,-,-,8
S00141644,86,30,10,24,4,6,-,-,-,-,13
S00141645,35,16,-,7,8,2,-,-,-,-,2
S00141646,46,19,5,8,4,4,-,-,-,-,5
S00141647,16,4,1,4,4,-,-,-,-,-,2
S00141648,60,25,1,18,6,3,-,-,1,3,5
S00141649,19,9,4,4,1,-,-,-,-,-,5
S00141650,67,26,5,17,7,4,-,-,1,-,7
S00141651,60,18,2,10,12,4,-,2,-,2,11
S00141652,71,31,9,16,3,4,-,-,-,2,6
S00141653,58,14,7,23,2,4,-,-,-,-,7
S00141654,83,23,3,13,17,3,2,-,-,1,18
S00141655,55,17,4,21,3,7,-,-,-,-,3
S00141656,85,31,5,27,6,3,1,-,-,-,13
S00141657,86,42,2,11,13,4,-,-,4,1,9
S00141658,78,31,3,21,12,2,1,-,1,-,7
S00141659,45,18,3,6,6,3,-,-,-,-,10
S00141660,27,9,2,3,10,1,-,-,-,-,2
S00141661,38,7,4,5,6,3,1,1,-,-,10
S00141662,52,22,4,9,6,4,1,1,-,-,7
S00141663,36,16,3,5,4,2,-,-,-,-,4
S00141664,55,20,2,23,3,1,-,-,1,-,5
S00141665,95,51,13,12,10,5,2,-,-,-,4
S00141666,45,8,4,8,6,4,1,2,-,-,9
S00141667,74,20,4,25,11,4,2,1,-,-,7
S00141668,108,39,8,19,10,2,2,2,-,4,22
S00141669,35,10,2,9,6,-,-,-,-,-,10
S00141670,66,22,6,18,12,3,-,-,-,3,3
S00141671,36,8,4,7,1,2,-,-,-,-,16
S00141672,37,14,1,13,2,2,-,1,-,-,4
S00141673,103,32,8,22,16,7,3,-,-,1,12
S00141674,68,17,6,19,11,1,2,1,-,-,12
S00141675,114,41,7,36,8,2,3,2,-,3,12
S00141676,86,34,1,29,10,1,2,-,-,1,8
S00141677,81,33,7,13,12,8,-,-,1,-,11
S00141678,75,28,14,16,8,5,1,-,-,1,9
S00141679,33,7,6,15,1,-,-,-,-,-,4
S00141680,89,42,6,24,2,2,1,-,2,1,8
S00141681,51,12,4,10,9,2,1,-,-,2,10
S00141682,50,15,7,16,5,2,-,1,-,-,6
S00141683,47,20,7,10,-,1,1,-,-,-,5
S00141684,61,22,3,18,10,1,1,-,-,3,6
S00141685,35,14,-,2,7,2,1,-,-,-,8
S00141686,38,16,1,15,-,1,-,-,2,1,7
S00141687,46,15,1,6,7,3,2,-,-,-,11
S00141688,72,27,5,16,10,-,1,-,-,4,8
S00141689,78,48,4,16,4,-,-,-,4,3,1
S00141690,42,10,6,10,5,-,-,-,-,-,14
S00141691,61,19,-,17,5,6,-,-,4,3,5
S00141692,74,34,5,18,8,-,-,-,-,3,9
S00141693,118,42,9,31,14,4,-,-,-,1,17
S00141694,88,28,1,24,12,3,2,4,-,4,13
S00141695,35,16,3,6,3,4,-,-,-,-,2
S00141696,41,22,-,11,4,1,-,-,-,1,6
S00141697,52,22,5,10,11,2,4,-,1,-,4
S00141698,59,28,7,12,5,-,-,-,-,-,10
S00141699,62,27,1,3,13,4,1,1,1,1,7
S00141700,100,36,12,32,8,2,1,-,-,1,9
S00141701,63,24,2,13,4,5,1,-,-,2,11
S00141702,57,28,4,17,3,1,-,-,-,-,5
S00141703,61,21,5,15,9,3,-,-,-,-,8
S00141704,31,10,1,3,8,2,2,-,-,-,4
S00141705,64,21,6,17,5,4,1,1,1,-,9
S00141706,67,19,10,16,9,-,1,-,-,-,12
S00141707,108,51,4,21,16,3,-,-,-,1,7
S00141708,64,21,5,23,7,1,-,-,2,-,5
S00141709,46,12,3,10,6,1,1,-,-,1,13
S00141710,115,44,7,28,11,5,-,1,1,-,15
S00141711,72,35,5,13,9,1,-,-,-,3,7
S00141712,58,24,1,10,14,1,1,-,-,-,5
S00141713,132,49,12,25,14,9,1,-,-,4,19
S00141714,94,42,4,25,9,2,3,-,-,2,7
S00141715,48,23,2,13,2,2,-,1,2,2,3
S00141716,63,25,5,16,3,-,1,-,-,4,7
S00141717,93,39,8,21,4,7,4,1,2,1,7
S00141718,47,16,1,14,-,3,4,-,-,-,11
S00141719,56,24,2,19,1,5,-,-,1,-,9
S00141720,81,43,-,4,13,10,-,-,2,2,7
S00141721,80,36,2,11,15,2,-,-,-,1,9
S00141722,53,17,2,21,2,5,1,-,-,-,4
S00141723,72,27,8,15,8,5,-,1,-,-,7
S00141724,72,27,6,22,10,1,1,1,-,-,3
S00141725,79,27,8,25,4,3,-,1,2,1,8
S00141726,64,24,7,20,7,-,-,-,-,1,5
S00141727,133,61,8,22,20,6,-,-,1,4,13
S00141728,63,29,7,9,5,-,-,-,2,-,8
S00141729,82,37,6,19,15,-,-,1,-,-,4
S00141730,79,32,11,16,6,2,2,-,-,1,9
S00141731,67,24,3,19,8,1,1,-,1,-,11
S00141732,36,6,6,7,7,4,-,-,-,1,9
S00141733,38,16,3,6,6,2,-,-,-,-,5
S00141734,48,30,-,1,8,1,-,-,1,-,4
S00141735,54,23,3,17,4,4,-,-,-,2,7
S00141736,83,30,3,16,18,3,2,1,-,1,9
S00141737,59,26,4,13,4,3,2,1,-,-,3
S00141738,42,17,1,10,7,-,-,-,-,2,5
S00141739,67,25,5,19,6,3,1,-,-,-,11
S00141740,68,33,2,7,17,2,-,-,-,2,9
S00141741,106,42,6,30,12,10,1,-,1,1,6
S00141742,88,32,5,25,5,8,1,-,-,2,12
S00141743,36,17,2,6,3,3,-,-,2,-,3
S00141744,87,37,9,16,9,5,2,1,-,-,9
S00141745,34,22,3,3,4,3,2,-,-,-,2
S00141746,61,29,9,12,6,4,3,-,1,-,3
S00141747,50,24,1,2,13,3,-,-,1,4,9
S00141748,44,15,6,10,2,3,-,-,-,-,8
S00141749,33,13,-,1,9,1,-,-,1,-,1
S00141750,80,30,6,18,9,1,1,-,1,-,10
S00141751,90,30,10,20,15,5,1,-,2,1,6
S00141752,47,20,2,8,3,1,3,-,-,-,11
S00141753,46,14,4,14,10,-,1,-,-,-,5
S00141754,70,25,4,21,7,1,-,-,-,-,16
S00141755,90,31,4,26,8,2,-,-,-,2,17
S00141756,69,17,8,15,9,1,1,-,-,-,20
S00141757,95,42,6,22,8,4,-,-,-,2,15
S00141758,50,18,1,9,9,1,1,-,-,-,11
S00141759,114,51,12,32,7,4,1,1,-,-,7
S00141760,51,24,6,15,4,-,-,-,1,-,2
S00141761,64,26,9,12,7,-,-,1,1,-,4
S00141762,60,25,9,17,2,3,-,-,-,-,6
S00141763,96,30,13,24,12,1,1,-,3,3,9
S00141764,30,15,1,5,1,-,-,-,-,1,6
S00141765,48,10,4,16,5,5,1,-,-,-,9
S00141766,60,15,6,11,9,2,-,-,2,-,11
S00141767,55,25,6,15,3,-,-,-,-,-,4
S00141768,91,39,5,25,8,4,1,-,-,1,12
S00141769,42,14,6,8,5,2,-,-,-,-,8
S00141770,50,15,8,18,3,2,1,-,-,-,4
S00141771,54,21,6,11,5,2,-,-,-,1,4
S00141772,65,19,1,13,19,1,1,1,-,-,8
S00141773,50,17,2,15,7,2,1,-,1,1,3
S00141774,55,18,-,18,6,4,-,-,-,1,7
S00141775,41,13,7,15,1,-,-,-,-,-,6
S00141776,36,11,4,9,4,1,-,-,-,-,5
S00141777,80,35,1,3,22,4,-,-,-,1,12
S00141778,45,12,-,9,9,2,1,-,-,-,12
S00141779,43,17,2,14,1,3,-,-,1,-,4
S00141780,64,31,4,8,3,4,1,-,1,1,11
S00141781,67,17,4,18,8,3,-,-,-,2,13
S00141782,84,35,12,18,7,8,-,-,-,-,6
S00141783,55,28,1,9,12,1,1,-,-,-,7
S00141784,62,29,3,10,7,6,-,-,-,1,6
S00141785,23,10,-,10,2,-,-,-,-,-,3
S00141786,86,29,5,21,11,3,-,1,1,1,12
S00141787,75,32,5,21,6,3,1,-,-,-,2
S00141788,92,45,8,21,3,4,-,-,1,-,9
S00141789,35,11,5,6,8,2,1,-,-,-,5
S00141790,55,20,1,8,16,2,-,-,1,-,7
S00141791,25,8,-,2,6,1,-,-,-,1,3
S00141792,98,50,8,17,4,3,1,-,-,2,10
S00141793,53,26,5,11,4,3,-,-,-,-,5
S00141794,47,18,5,15,2,-,2,-,-,-,8
S00141795,80,19,10,20,18,7,3,-,-,-,10
S00141796,42,19,2,9,1,4,-,-,1,1,7
S00141797,37,14,4,7,5,5,-,2,-,1,2
S00141798,67,18,10,22,8,1,-,-,-,2,3
S00141799,84,40,6,18,2,4,1,1,-,3,7
S00141800,56,31,1,4,9,6,2,-,2,-,2
S00141801,58,18,10,17,2,2,-,-,-,-,7
S00141802,74,29,4,18,5,-,1,-,-,3,12
S00141803,33,19,4,5,3,-,-,-,1,1,3
S00141804,74,22,8,17,8,1,-,-,-,-,22
S00141805,48,14,1,13,6,1,2,-,4,-,9
S00141806,58,15,2,18,7,2,2,-,-,-,12
S00141807,72,19,6,20,6,5,-,-,-,2,11
S00141808,48,19,6,12,10,-,-,-,-,-,6
S00141809,69,33,3,17,4,3,4,2,1,-,4
S00141810,15,9,-,2,5,2,-,-,-,-,-
S00141811,42,14,5,5,6,-,2,-,-,-,12
S00141812,92,33,1,13,21,1,-,-,-,-,22
S00141813,72,28,2,11,12,1,-,-,1,-,15
S00141814,46,20,4,11,10,1,1,-,-,-,7
S00141815,37,11,6,13,3,2,-,-,-,-,3
S00141816,3,-,-,-,-,-,-,-,-,-,1
S00141817,79,24,6,25,9,2,2,-,-,-,8
S00141818,104,51,9,19,8,3,1,1,-,1,11
S00141819,29,10,2,8,4,1,-,-,-,-,4
S00141820,60,19,9,10,7,3,-,-,-,-,10
S00141821,38,19,-,4,9,2,1,-,1,1,2
S00141822,66,20,10,21,7,1,2,1,-,2,7
S00141823,43,31,1,4,6,-,-,-,-,1,-
S00141824,69,19,11,20,6,1,-,-,2,-,10
S00141825,43,22,1,10,4,-,1,-,-,-,3
S00141826,44,16,7,11,4,-,-,-,-,1,5
S00141827,60,25,8,12,4,4,-,-,-,-,10
S00141828,50,14,1,15,2,3,-,-,-,-,18
S00141829,86,27,7,21,9,6,1,-,-,-,14
S00141830,52,19,1,18,5,2,-,1,-,-,5
S00141831,32,12,6,3,3,1,-,-,-,-,4
S00141832,82,37,7,18,4,1,1,-,-,-,13
S00141833,62,28,5,21,-,1,-,-,-,-,8
S00141834,60,27,-,11,9,2,2,4,2,-,4
S00141835,62,24,2,18,9,2,-,-,-,1,4
S00141836,25,12,2,7,-,1,-,2,-,1,1
S00141837,87,45,7,17,4,5,1,-,-,1,8
S00141838,43,9,2,7,8,-,-,-,-,-,10
S00141839,41,20,-,7,6,3,-,-,2,-,4
S00141840,34,12,1,7,3,2,-,-,-,-,12
S00141841,34,12,2,6,4,-,-,-,-,1,10
S00141842,62,23,2,13,6,4,-,-,1,-,16
S00141843,63,26,3,17,5,5,-,-,-,1,6
S00141844,32,6,1,4,11,-,-,-,-,2,8
S00141845,88,40,11,22,5,4,1,-,-,2,9
S00141846,45,13,1,10,8,3,-,-,-,-,8
S00141847,55,30,3,13,3,5,-,-,-,2,3
S00141848,44,12,11,14,6,1,-,-,-,-,4
S00141849,54,29,-,3,16,1,-,-,-,-,4
S00141850,63,29,7,6,7,4,-,-,-,1,10
S00141851,80,42,5,10,8,2,-,-,-,1,12
S00141852,32,10,3,5,3,2,-,-,-,2,6
S00141853,101,36,7,31,11,4,1,-,-,-,10
S00141854,34,7,6,8,7,-,-,-,-,-,2
S00141855,85,27,10,32,5,5,-,-,-,1,6
S00141856,99,43,9,20,13,8,-,-,-,2,8
S00141857,82,28,9,21,11,-,2,-,1,-,7
S00141858,53,22,1,13,5,2,-,4,1,1,8
S00141859,81,31,5,22,6,3,1,1,-,-,13
S00141860,78,44,5,7,9,4,-,-,-,1,8
S00141861,36,11,2,2,11,1,-,1,3,2,3
S00141862,59,28,5,6,6,6,3,-,-,1,8
S00141863,44,23,4,6,4,2,1,-,1,-,3
S00141864,66,19,7,19,6,4,-,-,1,2,9
S00141865,54,21,9,10,8,-,-,-,-,-,10
S00141866,91,36,6,17,12,1,4,-,-,-,15
S00141867,43,11,4,15,5,1,-,-,-,-,3
S00141868,48,23,3,10,4,1,-,-,-,-,2
S00141869,11,2,-,3,4,1,-,1,-,-,-
S00141870,37,21,5,2,6,1,-,-,-,-,3
S00141871,52,16,6,17,7,-,1,-,2,-,2
S00141872,72,31,4,22,14,3,-,-,-,1,-
S00141873,74,24,8,16,8,6,2,-,-,1,9
S00141874,63,30,5,16,2,3,-,-,-,-,7
S00141875,53,25,10,4,5,2,-,-,-,-,6
S00141876,69,22,7,12,6,4,1,-,-,2,15
S00141877,92,37,4,29,8,1,-,-,-,2,9
S00141878,41,10,3,14,4,-,-,-,-,-,8
S00141879,73,27,2,22,8,2,1,-,-,4,4
S00141880,59,21,6,12,4,3,-,-,1,-,12
S00141881,107,36,4,22,23,4,2,3,-,-,13
S00141882,76,28,2,23,9,3,-,-,1,1,10
S00141883,66,23,2,23,5,1,-,-,2,1,10
S00141884,86,42,4,20,7,5,-,-,1,-,7
S00141885,15,4,3,5,2,1,-,-,-,-,1
S00141886,87,23,13,20,11,3,-,-,-,-,16
S00141887,39,10,3,10,5,3,-,-,1,-,5
S00141888,81,29,1,21,5,5,3,1,-,1,14
S00141889,96,48,9,15,10,1,2,-,1,1,6
S00141890,46,16,7,9,5,2,-,-,1,-,5
S00141891,42,13,7,6,6,3,-,-,2,-,6
S00141892,39,18,-,10,3,1,-,-,-,-,6
S00141893,61,25,1,10,13,6,-,-,2,-,3
S00141894,55,17,7,15,5,2,-,-,-,1,6
S00141895,56,20,2,17,4,3,-,1,1,-,6
S00141896,126,48,8,24,20,5,-,-,1,-,19
S00141897,49,16,9,9,2,5,2,-,-,-,5
S00141898,33,4,8,7,4,1,4,-,-,1,6
S00141899,40,21,-,4,11,1,-,-,-,-,5
S00141900,46,25,3,6,1,-,1,1,-,3,2
S00141901,55,24,4,10,8,2,1,-,-,1,8
S00141902,73,36,5,15,3,-,-,1,-,1,9
S00141903,58,24,4,19,3,4,-,-,1,-,3
S00141904,55,17,3,11,6,5,-,1,1,-,7
S00141905,58,22,3,12,11,-,2,-,-,-,9
S00141906,44,9,4,9,9,4,-,-,-,1,8
S00141907,50,28,2,8,3,-,1,-,-,2,6
S00141908,40,9,5,12,4,1,1,-,-,-,8
S00141909,58,34,5,11,2,3,-,-,1,-,5
S00141910,42,17,4,13,3,-,-,-,2,-,3
S00141911,71,33,2,15,7,3,4,-,-,-,8
S00141912,39,18,2,9,6,1,-,-,-,-,3
S00141913,10,5,2,3,2,-,-,-,-,-,1
S00141914,65,21,2,18,5,1,-,-,1,7,10
S00141915,62,20,3,15,11,2,3,-,-,-,7
S00141916,32,10,1,4,7,-,-,-,-,-,8
S00141917,37,20,5,3,4,1,-,-,-,-,4
S00141918,56,14,13,11,6,3,-,1,1,-,7
S00141919,47,26,4,9,5,2,-,-,-,-,5
S00141920,62,24,7,13,4,4,-,-,-,-,8
S00141921,51,22,5,13,6,1,-,-,1,-,7
S00141922,99,39,3,19,26,7,1,-,-,-,11
S00141923,19,7,4,2,-,-,-,-,-,1,3
S00141924,38,15,4,7,6,1,-,-,-,-,3
S00141925,38,20,6,9,1,-,-,-,-,-,5
S00141926,55,22,8,14,3,1,-,2,-,-,8
S00141927,76,29,3,24,3,2,1,-,-,1,9
S00141928,88,38,8,18,5,9,1,-,-,-,10
S00141929,57,19,3,21,2,-,2,-,-,2,10
S00141930,42,13,3,10,4,2,2,1,-,-,7
S00141931,63,27,5,10,10,4,-,-,-,3,5
S00141932,65,25,3,14,11,5,-,-,-,1,6
S00141933,58,20,2,15,14,4,-,-,-,1,2
S00141934,53,22,5,9,5,2,-,-,-,-,13
S00141935,72,28,16,5,5,-,-,1,1,2,12
S00141936,77,21,9,22,9,4,-,2,-,2,10
S00141937,94,39,4,20,12,5,-,-,-,1,14
S00141938,33,9,4,9,5,-,-,-,2,-,3
S00141939,87,33,8,22,3,3,1,-,3,3,12
S00141940,76,32,6,14,10,2,1,1,-,-,10
S00141941,55,26,4,10,8,4,-,1,-,1,4
S00141942,39,15,1,7,5,1,-,-,-,-,9
S00141943,15,5,-,6,-,-,-,-,-,-,4
S00141944,50,20,4,9,5,-,4,-,-,-,4
S00141945,65,31,8,12,7,-,-,1,-,2,6
S00141946,49,18,-,10,18,1,-,-,2,-,5
S00141947,48,19,4,6,3,3,-,-,-,-,12
S00141948,65,28,3,13,10,7,-,1,-,-,3
S00141949,78,27,5,18,11,3,-,-,-,2,11
S00141950,29,12,-,10,2,-,-,-,-,-,1
S00141951,76,27,4,24,5,1,3,-,1,3,4
S00141952,53,18,3,8,9,3,2,-,-,2,8
S00141953,104,50,3,29,10,4,-,1,-,1,7
S00141954,54,20,5,11,6,-,3,-,1,-,9
S00141955,74,30,7,17,7,3,3,1,-,-,6
S00141956,75,36,9,17,6,1,-,1,1,-,5
S00141957,47,16,5,9,9,1,-,-,-,-,5
S00141958,89,37,1,20,13,1,-,-,-,1,9
S00141959,79,32,12,17,3,6,-,-,1,1,3
S00141960,48,11,7,10,8,2,5,1,-,-,3
S00141961,37,12,7,9,5,-,-,-,-,2,2
S00141962,59,24,4,13,6,3,1,-,1,-,6
S00141963,78,32,10,19,8,1,3,-,-,-,6
S00141964,49,18,3,8,7,-,2,-,-,-,11
S00141965,47,20,7,16,2,-,-,-,-,-,3
S00141966,96,31,14,16,15,1,-,4,1,1,12
S00141967,48,19,3,10,6,3,2,-,-,-,5
S00141968,89,40,4,14,9,3,3,-,1,2,17
S00141969,62,27,4,12,6,1,-,-,-,-,12
S00141970,103,38,4,22,10,5,1,1,1,2,19
S00141971,61,26,9,11,8,4,2,-,1,-,8
S00141972,55,16,5,16,6,4,-,-,2,-,6
S00141973,51,20,2,8,6,1,-,1,-,-,11
S00141974,66,15,6,17,8,3,-,-,-,1,19
S00141975,49,20,4,14,5,4,-,1,-,-,7
S00141976,95,46,6,23,6,1,4,-,-,-,11
S00141977,52,22,-,7,13,1,-,-,-,1,7
S00141978,51,24,6,16,1,1,1,-,-,-,5
S00141979,44,11,9,10,7,3,-,-,-,-,4
S00141980,50,6,12,8,10,5,-,-,-,-,10
S00141981,27,8,4,5,5,-,-,-,-,-,5
S00141982,43,12,4,16,3,-,1,-,-,2,6
S00141983,69,33,11,15,4,2,-,-,1,1,3
S00141984,55,22,3,16,4,2,-,-,-,-,6
S00141985,57,23,11,11,4,5,2,1,1,-,2
S00141986,65,14,6,17,15,-,-,1,-,2,12
S00141987,101,48,12,19,4,-,2,-,-,1,12
S00141988,74,31,4,17,10,3,2,-,1,1,6
S00141989,72,29,7,21,5,-,-,-,-,1,11
S00141990,59,19,9,10,3,4,-,-,-,2,13
S00141991,43,13,-,12,8,-,-,-,-,-,8
S00141992,111,45,4,35,6,3,3,1,-,-,9
S00141993,56,20,3,13,3,4,4,-,1,-,8
S00141994,57,15,8,18,3,1,2,-,-,-,8
S00141995,77,29,12,15,8,4,-,-,-,1,8
S00141996,86,23,9,20,12,2,2,-,-,-,18
S00141997,48,17,9,15,4,-,-,-,-,-,4
S00141998,102,32,19,26,10,3,2,-,1,-,17
S00141999,96,35,15,30,5,2,-,-,-,-,9
S00142000,35,13,4,9,7,-,-,-,-,-,6
S00142001,47,22,4,11,3,-,4,-,-,-,4
S00142002,64,26,6,23,4,-,-,-,-,1,5
S00142003,70,32,9,10,8,1,-,-,-,2,8
S00142004,87,37,8,31,2,3,-,-,-,4,4
S00142005,40,13,9,8,3,2,2,-,-,-,2
S00142006,45,19,3,13,2,-,-,-,-,-,8
S00142007,105,51,12,17,8,2,3,-,-,1,11
S00142008,61,16,8,8,13,4,-,-,-,-,11
S00142009,76,39,4,13,4,3,1,-,-,2,7
S00142010,96,45,11,21,5,3,3,1,-,1,6
S00142011,60,28,10,9,3,5,-,-,-,2,3
S00142012,55,20,2,9,12,4,1,-,-,-,9
S00142013,68,31,6,14,6,5,1,-,-,-,5
S00142014,61,15,-,19,11,3,1,-,1,-,11
