X,Y,OBJECTID,ALCOHOL_SALES,LICENCE_NO,PREMISES_REF,LICENCE_HOLDER,PREMISES_MANAGER,GRANTDATE,CHILDREN,COREDAYS,COREACTIVE,CAPACITY_ON,CAPACITY_OFF,MAP_EAST,MAP_NORTH,UPRN,DISTANCE,ADDRESS,LOG_STATUS,AREANAME,AREACODE,WARDNO,WARDNAME,INTERZONE
258773,665298,1422,On & Off,GC2017,"Gordon St Coffee and Alstons Bar + Beef Unit 19, Central Station 79 Gordon Street Glasgow G1 3SL ",Glendola Leisure 2 Ltd,,2014/05/12 00:00:00+00,,On Sales ,Premises ,195,21,258773,665298,906700327950,,Unit 19 Central Station 79 Gordon Street Glasgow G1 3SQ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
260332,665287,1423,On & Off,GC2094,85 Drygate Glasgow G4 0UT   ,Drygate Brewing Company Limited,Chloe McCallum,2014/05/22 00:00:00+00,,On Sales ,Premises ,675,42,260332,665287,906700156653,,85 Drygate Glasgow G4 0UT ,,Dennistoun,12,22,Dennistoun,S02001931
258140,666045,1424,On & Off,GC2092,263 Renfrew Street Glasgow G3 6TT   ,Schumi Limited,Alexander Munro,2014/05/30 00:00:00+00,,On Sales ,Premises ,162,12.5,258140,666045,906700090433,,263 Renfrew Street Glasgow G3 6TT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
259426,665245,1425,On,GC2038,158 Ingram Street Glasgow G1 1EJ   ,The National Trust for Scotland Ente,Kieran McAvoy,2014/06/10 00:00:00+00,,Monday to,Premises ,178,,259426,665245,906700330107,,Hutchesons Hall 158 Ingram Street Glasgow G1 1EJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
258704,665382,1426,On & Off,GC2076,Barburrito 115 Hope Street Glasgow G2 6LL  ,Barburrito Group Ltd,Lee Anne Clark,2014/06/24 00:00:00+00,,On Sales ,Premises ,100,2.6,258704,665382,906700066773,,115 Hope Street Glasgow G2 6LL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258964,665553,1427,On & Off,GC2042,69 West Nile Street Glasgow G2 1NF   ,DF Restaurant Limited,Zhijian Guan,2014/07/04 00:00:00+00,,On Sales ,Premises ,100,4.5,258964,665553,906700499948,,Storey Ground Moncrieff House 69 West Nile Street Glasgow G1 2QB ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259536,664947,1428,On & Off,GC2093,Unit 2A 74 Trongate Glasgow G1 5EP  ,Asad Iqbal,Ashish Kumar Sharma,2014/07/04 00:00:00+00,,On Sales ,Premises ,20,,259536,664947,906700401010,,Unit 2A 74 Trongate Glasgow G1 5EP ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
263199,663721,1429,Off,GC2047,496 Tollcross Road Glasgow G31 4XX   ,Naheed Moeen,Piratheepan Thankavelu,2014/07/09 00:00:00+00,,Monday to,Premises ,,6.3,263199,663721,906700232018,,496 Tollcross Road Glasgow G31 4XX ,,Parkhead / Dalmarnock,27,09,Calton,S02001895
258889,665418,1430,On & Off,GC2089,89 St Vincent Street Glasgow G2 5TF   ,Topo La Bamba Limited,Hannah Catherine Dreghorn,2014/07/23 00:00:00+00,,On Sales ,Premises ,150,0,258889,665418,906700108335,,89 St Vincent Street Glasgow G2 5TF ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
256819,665106,1431,On & Off,GC2010,Premier Inn Phase 2 Pacific Quay Pacific Drive Glasgow ,Whitbread Group Plc,Luke Torrens,2014/08/01 00:00:00+00,,On Sales ,Premises ,361,4.7,256819,665106,906700500135,,Premier Inn 30 Pacific Quay Glasgow G51 1DZ ,,Ibrox / Kingston,2,05,Govan,S02001860
257595,662414,1432,On & Off,GC1987,McMillan's Steak and Chophouse 862 Pollokshaws Road Glasgow G41 2ET  ,Scott McMillan,Scott McMillan,2014/09/09 00:00:00+00,,On Sales ,Premises ,180,0,257595,662414,906700297678,,862 Pollokshaws Road Glasgow G41 2ET ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
259377.87,665461.32,1433,On & Off,GC2062,Z Hotel 36 North Frederick Street Glasgow G1 2BS  ,Scion Hotel Operations (Glasgow) LLP,Donald Cameron,2014/09/12 00:00:00+00,,On Sales ,Premises ,30,6.6,259377.87,665461.32,906700090004,,Z Hotel 36 North Frederick Street Glasgow G1 2BS ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259612,665083,1434,On,GC2109,NQ64 69 Albion Street Glasgow G1 1NY  ,CDLH Surveyors Limited,Thomas Rowe,2014/09/25 00:00:00+00,,Monday to,Premises ,272,,259612,665083,906700358414,,69 Albion Street City Centre Glasgow G1 1NY ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
263233,668304,1435,On & Off,GC2078,The Wallace Well Farm 2 Robroyston Gate Glasgow G33 1JN  ,Greene King Brewing & Retailing Limi,Simon Robert James,2014/10/08 00:00:00+00,,On Sales ,Premises ,400,23.5,263233,668304,906700418057,,1 Robroyston Oval Glasgow G33 1AP ,,Robroyston / Millerston,25,17,Springburn/Robroyston,S02001918
253363,661208,1436,On & Off,GC2090,Tony Macaroni Unit R4 Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG,Omoa Limited,Antonella Salkeld,2014/10/08 00:00:00+00,,On Sales ,Premises ,135,1.49,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
258679,665248,1437,Off,GC2108,47 Hope Street Glasgow G2 6AE   ,Day to Day (Scotland) Ltd ,Sanjiv Kadyan,2014/10/09 00:00:00+00,,Monday to,Premises ,,15.4,258679,665248,906700064966,,47 Hope Street Glasgow G2 6AE ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
255664,667289,1438,Off,GC2063,37-39 Clarence Drive Glasgow G12 9QN   ,Gurdeep Singh,Gurdeep Singh,2014/10/17 00:00:00+00,,Monday to,Premises ,,12.3,255664,667289,906700021253,,37 Clarence Drive Glasgow G12 9QN ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001956
253363,661208,1439,On,GC2091,TGI Friday's Unit 6 Silverburn Shopping Centre 763 Barrhead Road Glasgow ,Thursdays (UK) Limited,Craig Andrew Latimer,2014/10/17 00:00:00+00,,Monday to,Premises ,280,,253363,661208,906700421219,,K1 Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
261317,665593,1440,On,GC2097,506 Alexandra Parade Glasgow G31 3BQ   ,Eufemio Perella,Romano Perella,2014/10/29 00:00:00+00,,Monday to,Premises ,60,,261317,665593,906700366210,,506 Alexandra Parade Glasgow G31 3BQ ,,Dennistoun,12,22,Dennistoun,S02001927
254854,667370,1441,Off,GC2086,Key Store Express 312 Crow Road Glasgow G11 7HS  ,Joravi Stores Ltd,Prabhjot Singh,2014/11/07 00:00:00+00,,Monday to,Premises ,,9.2,254854,667370,906700352923,,308 Crow Road Glasgow G11 7HS ,,Broomhill / Partick West,33,12,Victoria Park,S02001959
259288,662175,1442,Off,GC2095,Aikenhead Filing Station 505 Aikenhead Road Glasgow G42 0PN  ,Certas Energy UK limited,Angela Ritchie ,2014/11/20 00:00:00+00,,Monday to,Premises ,,6.2,259288,662175,906700373698,,505 Aikenhead Road Glasgow G42 0PN ,,Toryglen,5,07,Langside,S02001888
257450,665713,1443,On & Off,GC2116,Chateau-X 10 Claremont Street Glasgow G3 7HA  ,Stealth Installations Ltd,Annmarie Scott,2014/11/28 00:00:00+00,,On Sales ,Premises ,120,12.9,257450,665713,906700320384,,10 Claremont Street Glasgow G3 7HA ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001935
258963,665404,1444,On,GC2112,Bread Meats Bread 65 St Vincent Street Glasgow G2 5TF  ,BMB LIC Limited,Katherine Elizabeth Kee,2014/12/10 00:00:00+00,,Monday to,Premises ,120,,258963,665404,906700107543,,65 St Vincent Street Glasgow G2 5TF ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257894,665991,1445,On,GC2123,Umami 523 Sauchiehall Street Glasgow G3 7PQ  ,Libao Chen,Wei Chen,2014/12/12 00:00:00+00,,Monday to,Premises ,50,,257894,665991,906700104461,,523 Sauchiehall Street Glasgow G3 7PQ ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001935
257648,666537,1446,Off,GC2118,224 Woodlands Road Glasgow G3 6LN   ,Parmod Kumar,Sanjay Kumar Verma,2014/12/17 00:00:00+00,,Monday to,Premises ,,11,257648,666537,906700122412,,224 Woodlands Road Glasgow G3 6LN ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
257130.0,665861.08,1447,On & Off,GC2100,Porter & Rye 1131 Argyle Street Glasgow G3 8ND  ,Khole Ltd,Craig Murray,2014/12/23 00:00:00+00,,On Sales ,Premises ,73,0,257130,665861.08,906700319645,,1131 Argyle Street Glasgow G3 8ND ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
261388,668330,1448,Off,GC2057,Lifestyle Express 10 Balornock Road Glasgow G21 3UH  ,Gurpreet Singh Sohal,Gurpreet Singh Sohal,2015/01/07 00:00:00+00,,Monday to,Premises ,,20.6,261388,668330,906700130934,,10 Balornock Road Glasgow G21 3UH ,,Balornock/ Barmulloch,26,17,Springburn/Robroyston,S02001922
256751,666122,1449,Off,GC2034,Tesco Express 1325 Argyle Street Glasgow G3 8TL  ,Tesco Stores Limited,Christopher Willis,2015/01/08 00:00:00+00,,Monday to,Premises ,,22.964,256751,666122,906700502291,,1325 Argyle Street Glasgow G3 8TL ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001936
253363,661208,1450,On & Off,GC2064,Zizzi's Restaurant 3 Silverburn Shopping Centre Barrhead Road Glasgow ,Ask Italian Restaurants Limited,John Merrick,2015/01/22 00:00:00+00,,On Sales ,Premises ,122,0,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
257030,668583,1451,On & Off,GC2137,Divans Darbar 1348 Maryhill Road Glasgow G20 9DG  ,Iqra Iqbal,Vibinkumar Krishna Gopalak,2015/01/23 00:00:00+00,,On Sales ,Premises ,120,4.5,257030,668583,906700076351,,1348 Maryhill Road Glasgow G20 9DG ,,Maryhill Road Corridor,39,15,Maryhill,S02001949
253363,661208,1452,On & Off,GC2061,Mozza Silverburn Shopping Centre Barrhead Road Glasgow G53 6QR ,Omoa Limited,Alison Linning,2015/01/26 00:00:00+00,,On Sales ,Premises ,90,1.7,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
253363,661208,1453,On,GC2138,Cosmo Unit 8 Silverburn Shopping Centre Glasgow G53 6AG ,Glasgow Capital Limited,Sathiyanarayanan Praveenku,2015/02/19 00:00:00+00,,Monday to,Premises ,220,,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
261491,664620,1454,Off,GC2110,Home Bargains Unit 1 901 Gallowgate Glasgow G31 4BW ,T.J. Morris (Scot) Limited,Michael Whyte,2015/02/27 00:00:00+00,,Monday to,Premises ,,38.6,261491,664620,906700175774,,Forge Retail Park 901 Gallowgate Glasgow G31 4BW ,,Parkhead / Dalmarnock,27,09,Calton,S02001929
256928,669429,1455,Off,GC2120,129 Glenavon Road Glasgow G20 0LH   ,Alok Saily,Alok Saily,2015/03/09 00:00:00+00,,Monday to,Premises ,,9.2,256928,669429,906700042476,,129 Glenavon Road Glasgow G20 0HS ,,North Maryhill / Summerston,36,15,Maryhill,S02001947
256455,666819,1456,Off,GC2124,104 Byres Road Glasgow G12 8TB   ,Aruna Moola Ltd,Vamshidhar Moola,2015/03/09 00:00:00+00,,Monday to,Premises ,,6.5,256455,666819,906700020722,,104 Byres Road Glasgow G12 8TB ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
265280,663820,1457,Off,GC2080,380 Ardgay Street Glasgow G32 9EE   ,Waseem Ahmed,Waseem Ahmed,2015/04/07 00:00:00+00,,Monday to,Premises ,,11.9,265280,663820,906700127305,,380 Ardgay Street Glasgow G32 9EE ,,Mount Vernon / East Shettleston,55,19,Shettleston,S02001910
256260,666571,1458,Off,GC2130,Sainsbury's Local 22-24 Byres Road Glasgow G11 5JY  ,Sainsbury's SL Limited,Gordon MacDonald,2015/04/30 00:00:00+00,,Monday to,Premises ,,24.65,256260,666571,906700020364,,24 Byres Road Glasgow G11 5JY ,,Hyndland / Dowanhill / Partick East,32,23,Partick East/Kelvindale,S02001953
254829,667333,1459,Off,GC2143,Popwines 305 Crow Road Glasgow G11 7BU  ,Gillian Kirkland,Ross Cameron,2015/05/11 00:00:00+00,,Monday to,Premises ,,2.8,254829,667333,906700031990,,305 Crow Road Glasgow G11 7BU ,,Broomhill / Partick West,33,12,Victoria Park,S02001959
258017,666066,1460,On & Off,GC2144,Gesso 20-22 St Georges Road Glasgow G3 6UJ  ,Devinder S Dhesi,Parvinder Dhesi,2015/05/18 00:00:00+00,,On Sales ,Premises ,135,1.05,258017,666066,906700102257,,Charing Cross Mansions 22 St Georges Road Glasgow G3 6UJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
260071,664637,1461,On & Off,GC2103,Unit 7 Internal Courtyard and External Areas Barras Art and Design Centre 54 Calton Entry Glasgow G40 2BS,Rock DCM Limited,Laura Quintana Sellas,2015/05/20 00:00:00+00,,On Sales ,Premises ,1200,13,260071,664637,906700145706,,Unit 7 54 Calton Entry Glasgow G40 2SB ,,Calton / Bridgeton,28,09,Calton,S02001891
266515.74,666109.08,1462,On & Off,GC2139,Marks & Spencer Unit 9 Glasgow Fort Retail Park Glasgow  ,Marks and Spencer PLC,Aidan David Marsh,2015/05/20 00:00:00+00,,On Sales ,Premises ,180,70,266515.74,666109.08,906700505134,,Block 9 480 Provan Walk Glasgow G34 9DL ,,Easterhouse,16,21,North East,S02001906
259078.98,667953.42,1463,On,GC2041,Balmore Bar 251 Saracen Street Glasgow G22 5JX  ,Trust Inns Limited,Elaine Eadie,2015/05/29 00:00:00+00,,Monday to,Premises ,116,,259078.98,667953.42,906700105204,,251 Saracen Street Glasgow G22 5JX ,,Ruchill / Possilpark,38,16,Canal,S02001942
258990,665652,1464,Off,GC2135,105 West Nile Street Glasgow G1 2SD   ,The Good Spirits Company (Scotland) ,Jane Victoria Wilson,2015/06/08 00:00:00+00,,Monday to,Premises ,,69,258990,665652,906700117024,,105 West Nile Street Glasgow G1 2SD ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
252667,669586,1465,Off,GC2115,172-174 Archerhill Road Glasgow G13 3JG   ,Javinder Kaur Bassi,Param Jit Singh Bassi,2015/06/10 00:00:00+00,,Monday to,Premises ,,17.8,252667,669586,906700502237,,174 Archerhill Road Glasgow G13 3JG ,,Knightswood,19,13,Garscadden/Scotstounhill,S02001967
257855,665988,1466,Off,GC2126,Co-op 557 Sauchiehall Street Glasgow G3 7PQ  ,Co-operative Group Food Limited,Alexander Anthony Thomas S,2015/06/10 00:00:00+00,,Monday to,Premises ,,25.73,257855,665988,906700320068,,557 Sauchiehall Street Glasgow G3 7PQ ,,Yorkhill / Anderston,31,10,Anderston/City/Yorkhill,S02001935
266467,666152,1467,On & Off,GC2145,Wagamama Block E Glasgow Fort Retail Park Glasgow  ,Wagamama Limited,Grant Oliver,2015/06/16 00:00:00+00,,On Sales ,Premises ,184,0,266467,666152,906700505135,,745 Provan Walk Glasgow G34 9DY ,,Easterhouse,16,21,North East,S02001906
253363,661208,1468,On,GC2155,Cineworld Cinema Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,Cineworld Cinemas Limited,Helen Elizabeth Baird,2015/07/09 00:00:00+00,,Monday to,Premises ,2044,,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
256696,665115,1469,On & Off,GC2106,Village Hotel Glasgow 7 Festival Gate Glasgow G51 1DA  ,Vur Village Trading No1 Limited ,Jamie Thomas Stevens,2015/07/10 00:00:00+00,,On Sales ,Premises ,795,35,256696,665115,906700399768,,40 Pacific Quay Glasgow G51 1DA ,,Ibrox / Kingston,2,05,Govan,S02001860
258942,665478,1470,On & Off,GC2149,Cote 41-43 West Nile Street Glasgow G1 2PT  ,Rosa's London Limited,Clare Johnstone,2015/07/10 00:00:00+00,,On Sales ,Premises ,92,9.6,258942,665478,906700122027,,43 West Nile Street Glasgow G1 2PT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258090,666381,1471,On & Off,GC2160,Ka Ka Lok 175 St Georges Road Glasgow Glasgow City G3 6JD ,Guoming Zhu,Jiansheng Zhu,2015/07/24 00:00:00+00,,On and Of,Premises ,40,0,258090,666381,906700103916,,175 St Georges Road Glasgow G3 6JD ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
256168,660961,1472,Off,GC2084,Home Bargains Unit 2A Auldhouse Retail Park Glasgow G43 1AP ,T.J. Morris (Scot) Limited,Alana Whyte,2015/08/04 00:00:00+00,,Monday to,Premises ,,32.65,256168,660961,906700258157,,60 Cogan Street Glasgow G43 1AP ,,Pollokshaws / Mansewood,47,02,Newlands/Auldburn,S02001873
259238,665245,1473,On & Off,GC2168,94 Miller Street Glasgow G1 1DT   ,Paesano Pizza Limited,Audrey Stevenson,2015/08/06 00:00:00+00,,On Sales ,Premises ,156,0,259238,665245,906700085491,,94 Miller Street City Centre Glasgow G1 1DT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
256834,669871,1474,On & Off,GC2165,The Black Horse 14 Gorstan Street Glasgow G23 5QA  ,Trust Inns Limited,Anne White,2015/08/20 00:00:00+00,,On Sales ,Premises ,210,24,256834,669871,906700052335,,14 Gorstan Street Glasgow G23 5QA ,,North Maryhill / Summerston,36,15,Maryhill,S02001946
258917.24,665353.5,1475,On & Off,GC2171,BI BIM BAP 3 West Nile Street Glasgow G1 2PR  ,BAP 13 Limited,Callum Dickson,2015/08/20 00:00:00+00,,On Sales ,Premises ,100,2.7,258917.24,665353.5,906700121919,,3 West Nile Street Glasgow G1 2PR ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
257109,661858,1476,On & Off,GC2166,McFly's Southside 67 Kilmarnock Road Glasgow G41 3YR  ,Glenfield Limited,Adam McGuinness,2015/09/21 00:00:00+00,,On Sales ,Premises ,50,9.7,257109,661858,906700280936,,67 Kilmarnock Road Glasgow G41 3YR ,,Langside / Battlefield,7,07,Langside,S02001871
256880,661478,1477,On & Off,GC2183,The Dapper Mongoose 248 Kilmarnock Road Glasgow G43 1TT  ,The Dapper Mongoose Ltd,Andrew Logan,2015/09/22 00:00:00+00,,On Sales ,Premises ,42,0,256880,661478,906700278007,,248 Kilmarnock Road Glasgow G43 1TT ,,Shawlands / Strathbungo,6,06,Pollokshields,S02001870
258697.86,665347.15,1478,Off,GC2053,Tesco Express 99/101 Hope Street Glasgow G2 6LL  ,Tesco Stores Limited,Euan Fraser,2015/10/01 00:00:00+00,,Monday to,Premises ,,24.2,258697.86,665347.15,906700065987,,99 Hope Street Glasgow G2 6LL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259235,665182,1479,On,GC2182,Ibis Styles 74 Miller Street Glasgow G1 1DT  ,MCTH (Trading) Ltd,Paula Ross,2015/10/06 00:00:00+00,,Monday to,Premises ,135,,259235,665182,906700321226,,Flat 1/1 70 Miller Street City Centre Glasgow G1 1DT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
259395,665202,1480,On & Off,GC2127,DogHouse 99 Hutcheson Street Glasgow G1 1SN  ,BrewDog Retail Limited,Caitlin Marie Halligan,2015/10/28 00:00:00+00,,On Sales ,Premises ,170,19.1,259395,665202,906700056375,,99 Hutcheson Street Glasgow G1 1SN ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
253363,661208,1481,On,GC2188,Thaikhun Restaurant Unit 5 Silverburn Shopping Centre Glasgow G53 6AG ,Thaikhun Limited,Chatturawit Parinthong,2015/11/05 00:00:00+00,,Monday to,Premises ,135,,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
257030,668583,1482,On & Off,GC2142,The Politician 1350 Maryhill Road Glasgow G20 9DG  ,Rohail Iqbal,Isobel Marie Lafferty,2015/11/13 00:00:00+00,,On Sales ,Premises ,,18.5,257030,668583,906700076352,,1350 Maryhill Road Glasgow G20 9DG ,,Maryhill Road Corridor,39,15,Maryhill,S02001949
257387.59,666694.92,1483,On & Off,GC2197,Eusebi Deli 154 Park Road Hillhead Glasgow G4 9HB ,Eusebi Deli Glasgow Limited,Michael Prior,2016/02/09 00:00:00+00,,On and Of,Premises ,70,23,257387.59,666694.92,906700349010,,154 Park Road Woodlands Glasgow G4 9HB ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
258875,665060,1484,Off,GC2157,Sainsbury's Local Unit 6 201 Argyle Street Glasgow G2 2BU ,Sainsbury's SL Limited,Benjamin John Hinchliffe,2016/02/16 00:00:00+00,,Monday to,Premises ,,16.55,258875,665060,906700005924,,Unit 6 167 - 201 Argyle Street Glasgow G2 8BU ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
253291.43,658993.73,1485,On & Off,GC2113,1 Leggatston Avenue Glasgow G53 7PW   ,Marston's Operating Limited,Mateo Owen Eduardo Ventise,2016/02/17 00:00:00+00,,On Sales ,Premises ,290,3,253291.43,658993.73,906700510336,,The Old Plane Tree 1 Leggatston Avenue Glasgow G53 7PW ,,South Nitshill / Darnley,46,03,Greater Pollok,S02001843
263022,665984,1486,Off,GC2164,Lifestyle Express 28 Smithycroft Road Glasgow G33 2RH  ,Harkawal Kaur,Harkawal Kaur,2016/03/15 00:00:00+00,,Monday to,Premises ,,22.7,263022,665984,906700105556,,28 Smithycroft Road Glasgow G33 2RQ ,,Riddrie / Cranhill,11,18,East Centre,S02001916
258934,665551,1487,On & Off,GC2177,Stack & Still 100 West George Street Glasgow G2 1NF  ,Stack and Still Limited,Michael Cassidy,2016/03/24 00:00:00+00,,On Sales ,Premises ,190,0,258934,665551,906700109929,,100 West George Street Glasgow G2 1PJ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
252498.4,665658.42,1488,Off,GC2201,John G Russell 8A Deanside Road Glasgow G52 4RA  ,John G Russell (Transport) Ltd,David Samuel Gribbin,2016/03/31 00:00:00+00,,Monday to,Premises ,,0,252498.4,665658.42,906700160949,,8 Deanside Road Hillington Glasgow G52 4RA ,,North Cardonald / Penilee,49,04,Cardonald,S02001855
257091,667170,1489,On & Off,GC2161,Chinese Restaurant 609 Great Western Road Glasgow Glasgow City G12 8HX ,Non-Viet Two Limited,Xia Chen,2016/04/08 00:00:00+00,,On Sales ,Premises ,50,3.5,257091,667170,906700057739,,609 Great Western Road Glasgow G12 8HX ,,Hillhead / Woodlands,30,11,Hillhead,S02001952
258561,665729,1490,On & Off,GC2172,179 West Regent Street Glasgow G2 4DZ   ,Dakota Hospitality Limited,Andrew Robert Doherty,2016/04/14 00:00:00+00,,On Sales ,Premises ,220,0,258561,665729,906700121271,,176 West Regent Street Glasgow G2 4RL ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
259182,665217,1491,On,GC2152,Travelodge 78 Queen Street Glasgow G1 3DN  ,Travelodge Limited,Lindsay McNally,2016/04/19 00:00:00+00,,Monday to,Premises ,200,,259182,665217,906700325952,,Storey 1 78 Queen Street Glasgow G1 3DN ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001932
258644,665745,1492,On,GC2215,Hampton by Hilton 140 West Campbell Street Glasgow G2 4TZ  ,Curo Hotels (West Campbell) Limited,Andrew Millarkie,2016/04/26 00:00:00+00,,Monday to,Premises ,200,,258644,665745,906700112476,,Hampton By Hilton Glasgow Central 140 West Campbell Street Glasgow G2 4TZ ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
258984,665745,1493,On & Off,GC2185,Bella Italia 47-49 Sauchiehall Street Glasgow G2 3AT  ,BTG Licenceco Ltd,Greg Henderson,2016/05/10 00:00:00+00,,On Sales ,Premises ,200,12.5,258984,665745,906700347044,,47 Sauchiehall Street Glasgow G2 3AT ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001934
252547,663868,1494,Off,GC2202,Universe Petrol Filling Station 2165 Paisley Road West Glasgow G52 3PF  ,Grove Retail Limited,Tracy Menzies,2016/05/19 00:00:00+00,,Monday to,Premises ,,8.58,252547,663868,906700200202,,2165 Paisley Road West Glasgow G52 3PF ,,Crookston /South Cardonald,51,04,Cardonald,S02001852
253363,661208,1495,On,GC2205,Tortilla Unit X12 Silverburn Shopping Centre 769 Barrhead Road Glasgow G53 6AG,Mexican Grill Ltd,Sabrina Leite Leopoldino,2016/06/18 00:00:00+00,,Monday to,Premises ,70,,253363,661208,906700421215,,Management Suite Silverburn Shopping Centre 763 Barrhead Road Glasgow G53 6AG ,,Priesthill / Househillwood,45,03,Greater Pollok,S02001845
263774,663542,1496,On,GC2029,Tollcross International Swimming Centre 360 Wellshot Road Glasgow G32 7QR  ,Glasgow City Council,Karen Stewart,2016/06/22 00:00:00+00,,Monday to,Premises ,1077,,263774,663542,906700319266,,Tollcross Leisure Centre 360 Wellshot Road Glasgow G32 7QR ,,Tollcross / West Shettleston,56,19,Shettleston,S02001895
258140,665957,1497,Off,GC2195,403 Sauchiehall Street Glasgow G2 3LG   ,Manjit Kaur,Manjit Kaur,2016/06/27 00:00:00+00,,Monday to,Premises ,,10.25,258140,665957,906700096727,,403 Sauchiehall Street Glasgow G2 3LG ,,City Centre / Merchant City,29,10,Anderston/City/Yorkhill,S02001933
258084,666416,1498,On & Off,GC2210,17 West Princes Street Glasgow G4 9BS   ,Morayness Limited,Xuying Li,2016/07/01 00:00:00+00,,On Sales ,Premises ,50,0,258084,666416,906700340146,,17 West Princes Street Glasgow G4 9BS ,,Hillhead / Woodlands,30,11,Hillhead,S02001937
257579,666937,1499,On & Off,GC2075,Webster's Theatre 416 Great Western Road Glasgow G4 9HZ  ,Fact Five Limited,Erin Catherine McGeough,2016/07/14 00:00:00+00,,On Sales ,Premises ,435,5.5,257579,666937,906700326509,,416 Great Western Road Glasgow G4 9HZ ,,Hillhead / Woodlands,30,11,Hillhead,S02001939
252098.09,662499.16,1500,Off,GC2208,Tesco Express 592 Crookston Road Glasgow G53 7TY  ,PTLL Limited,Alan Murphy,2016/07/20 00:00:00+00,,Monday to,Premises ,,26.47,252098.09,662499.16,906700510694,,592 Crookston Road Glasgow G53 7TZ ,,Pollok,44,03,Greater Pollok,S02001849
260545,665246,1501,On & Off,GC2170,Visitor Centre Wellpark Brewery 161 Duke Street Glasgow G31 1JD ,Scotsman Group plc,Angeles Jimenez Jarreta,2016/09/16 00:00:00+00,,On Sales ,Premises ,100,4.3,260545,665246,906700378791,,161 Duke Street Glasgow G31 1JD ,,Dennistoun,12,22,Dennistoun,S02001932
